_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
697ccb02c89bd1e221adf289,,56.84,96.05,56.84,56.52,71;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769786114000
697ccaf1c89bd1e221adf197,,70.45,88.24,76.86,68.6,88;4;0;0,time,15,-1,5,14.99,0,3.18,false,false,english,,normal,false,false,false,,1769786097000
697ccabbc89bd1e221adee78,,65.64,89.25,69.65,64.09,82;3;1;0,time,15,-1,1,14.99,0,0.68,false,false,english,,normal,false,false,false,,1769786043000
697cca97c89bd1e221adec76,,69.65,94.57,69.65,57.16,87;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769786007000
697cca86c89bd1e221adeb7d,,65.61,91.21,68.81,64.17,82;2;0;0,time,15,-1,1,15,0,5.21,false,false,english,,normal,false,false,false,,1769785990000
697cb754c89bd1e221ace2ba,,50.2,86.11,61.4,61,251;15;5;0,time,60,-1,2,60,0,3.13,false,false,english,,normal,false,false,false,,1769781076000
697cb6d5c89bd1e221acdc41,,50,84.28,58.4,61.77,250;12;3;3,time,60,-1,5,60,0,32.07,false,false,english,,normal,false,false,false,,1769780949000
697c5b68c89bd1e221a94f31,,57.01,88.6,64.21,61.28,285;10;1;4,time,60,-1,6,59.99,0,45.2,false,false,english,,normal,false,false,false,,1769757544000
697c5adbc89bd1e221a94a83,,64.82,88.21,72.02,64.09,162;7;0;1,time,30,-1,1,29.99,0,5.12,false,false,english,,normal,false,false,false,,1769757403000
697c5a79c89bd1e221a94713,,55.88,82.86,68.78,62.21,104;8;1;2,words,25,-1,1,22.33,0,0.68,false,false,english,,normal,false,false,false,,1769757305000
697c5a55c89bd1e221a945cc,,60.12,90.91,67.96,53.18,46;2;0;0,words,10,-1,5,9.18,0,5.15,false,false,english,,normal,false,false,false,,1769757269000
697c5a25c89bd1e221a94409,,76.93,96.97,76.93,70.39,64;0;0;0,words,10,-1,0,9.98,0,0,false,false,english,,normal,false,false,false,,1769757221000
697c5a18c89bd1e221a9439b,,61.35,88.46,68.66,56.27,42;1;0;0,words,10,-1,0,8.21,0,0,false,false,english,,normal,false,false,false,,1769757208000
697c59f8c89bd1e221a94282,,89.61,97.92,89.61,70.39,47;0;0;0,words,10,-1,6,6.29,0,9.2,false,false,english,,normal,false,false,false,,1769757176000
697c59cec89bd1e221a940e6,,63.05,75.93,92.83,67.89,36;8;1;1,words,10,-1,0,6.85,0,0,false,false,english,,normal,false,false,false,,1769757134000
697c59bbc89bd1e221a94044,,75.22,96.91,75.22,66.19,94;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1769757115000
697b8ee1c89bd1e221a1e8e3,,53.62,89.61,57.62,73.51,67;2;0;0,time,15,-1,2,14.99,0,12.61,false,false,english,,normal,false,false,false,,1769705185000
697b8ebec89bd1e221a1e6ba,,54.42,90.79,54.42,63.64,68;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769705150000
697b613fc89bd1e2219f485e,,53.63,87.5,58.43,40.41,67;2;0;0,time,15,-1,2,14.99,1,2.63,false,false,english,,normal,false,false,false,,1769693503000
697b60bfc89bd1e2219f41e6,,76.86,92.66,86.46,72.72,96;4;1;0,time,15,-1,1,14.99,0,2.14,false,false,english,,normal,false,false,false,,1769693375000
697b2f59c89bd1e2219d3007,,64.02,85.57,74.42,67.15,80;6;2;0,time,15,-1,1,15,0,2.72,false,false,english,,normal,false,false,false,,1769680729000
697b2d3fc89bd1e2219d19d1,,38.41,78.02,72.82,60.34,48;10;2;3,time,15,-1,3,15,0,1.71,false,false,english,,normal,false,false,false,,1769680191000
697b2d0bc89bd1e2219d17ee,,75.26,92.52,82.46,69.35,94;0;3;0,time,15,-1,1,14.99,0,0.69,false,false,english,,normal,false,false,false,,1769680139000
697b2cf6c89bd1e2219d1743,,60.83,88.76,68.04,59.45,76;4;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769680118000
697b092fc89bd1e2219bc2b0,,84.85,98.15,84.85,71.22,106;0;0;0,time,15,-1,5,14.99,0,11.93,false,false,english,,normal,false,false,false,,1769670959000
697b0819c89bd1e2219bb7e9,,72.13,94.44,76.54,60.74,49;1;0;1,words,10,-1,1,8.15,0,2.39,false,false,english,,normal,false,false,false,,1769670681000
697b0808c89bd1e2219bb759,,46.7,75.93,74.42,55.6,32;7;1;1,words,10,-1,7,8.22,0,9.52,false,false,english,,normal,false,false,false,,1769670664000
697b07e1c89bd1e2219bb5e9,,75.23,96.23,75.23,58.1,51;0;0;0,words,10,-1,0,8.13,0,0,false,false,english,,normal,false,false,false,,1769670625000
697b07d6c89bd1e2219bb585,,49.35,78.72,62.81,46.18,33;4;0;0,words,10,-1,7,8.02,0,10.91,false,false,english,,normal,false,false,false,,1769670614000
697b078bc89bd1e2219bb28e,,81.94,94.74,81.94,59.15,53;0;0;0,words,10,-1,6,7.76,0,4.17,false,false,english,,normal,false,false,false,,1769670539000
697b0701c89bd1e2219badb2,,59.76,80.39,83.66,55.04,35;5;1;1,words,10,-1,5,7.03,0,6.13,false,false,english,,normal,false,false,false,,1769670401000
697b06e6c89bd1e2219bac95,true,104.76,97.67,104.76,81.22,42;0;0;0,words,10,-1,2,4.81,0,2.67,false,false,english,,normal,false,false,false,,1769670374000
697b06d6c89bd1e2219babfb,,78.73,93.75,87.88,69.31,43;2;0;0,words,10,-1,0,6.55,0,0,false,false,english,,normal,false,false,false,,1769670358000
697b06bdc89bd1e2219baae6,true,101.78,100,101.78,62.04,52;0;0;0,words,10,-1,2,6.13,0,5.31,false,false,english,,normal,false,false,false,,1769670333000
697b06abc89bd1e2219baa48,,60.09,88,70.61,82.32,40;2;0;1,words,10,-1,11,7.99,0,17.93,false,false,english,,normal,false,false,false,,1769670315000
697b0674c89bd1e2219ba817,,71.25,90.57,82.85,61.58,43;2;0;0,words,10,-1,0,7.24,0,0,false,false,english,,normal,false,false,false,,1769670260000
697b066bc89bd1e2219ba7ac,,55.98,86.54,62.48,50.84,43;2;0;1,words,10,-1,11,9.22,0,17.7,false,false,english,,normal,false,false,false,,1769670251000
697b062cc89bd1e2219ba52f,,79.98,87.23,113.91,85.88,33;3;1;0,words,10,-1,1,4.95,0,0.92,false,false,english,,normal,false,false,false,,1769670188000
697b0621c89bd1e2219ba4d1,,90.2,100,90.2,64.69,46;0;0;0,words,10,-1,1,6.12,0,0.82,false,false,english,,normal,false,false,false,,1769670177000
697b0616c89bd1e2219ba458,,82.36,89.09,91.12,73.9,47;2;0;0,words,10,-1,5,6.85,0,4.47,false,false,english,,normal,false,false,false,,1769670166000
697b05fbc89bd1e2219ba353,,82.28,95.74,89.93,62.07,43;1;0;1,words,10,-1,4,6.27,0,4.07,false,false,english,,normal,false,false,false,,1769670139000
697b0585c89bd1e2219b9ee6,true,68.21,92.88,73.21,66.12,341;11;0;3,time,60,-1,3,59.99,0,5.21,false,false,english,,normal,false,false,false,,1769670021000
697b0512c89bd1e2219b9a6b,,57.8,88.7,65.2,68.63,289;12;2;1,time,60,-1,6,60,0,19.79,false,false,english,,normal,false,false,false,,1769669906000
697b0476c89bd1e2219b945b,,58.61,87.12,70.61,68.49,293;22;0;14,time,60,-1,1,59.99,0,3.37,false,false,english,,normal,false,false,false,,1769669750000
697b0419c89bd1e2219b90b9,,56.61,87.87,62.61,64.51,283;11;0;1,time,60,-1,2,59.99,0,4.33,false,false,english,,normal,false,false,false,,1769669657000
697b03bfc89bd1e2219b8d67,,62.01,91.78,67.81,66.43,310;9;1;1,time,60,-1,5,59.99,0,7.65,false,false,english,,normal,false,false,false,,1769669567000
697b035ac89bd1e2219b89ca,,68.83,97.75,72.03,53.41,86;2;0;2,time,15,-1,0,14.99,1,0,false,false,english,,normal,false,false,false,,1769669466000
6979baf9c89bd1e2218e57d1,,36.82,78.57,49.62,62.76,46;4;0;0,time,15,-1,2,14.99,0,14.19,false,false,english,,normal,false,false,false,,1769585401000
6979bad3c89bd1e2218e568b,,60.04,87.5,74.46,64.47,75;6;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769585363000
6979bac2c89bd1e2218e55e8,,54.43,91.25,57.63,55.33,68;0;0;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769585346000
6979ba72c89bd1e2218e5319,,52.83,88.61,57.63,49.42,66;1;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769585266000
6979ba50c89bd1e2218e51f8,,66.45,90.53,72.05,73.79,83;2;1;0,time,15,-1,1,14.99,0,8.84,false,false,english,,normal,false,false,false,,1769585232000
6979ba34c89bd1e2218e50d5,,50.43,90.54,54.44,61.94,63;1;0;0,time,15,-1,5,14.99,0,24.75,false,false,english,,normal,false,false,false,,1769585204000
6979b9fdc89bd1e2218e4ec2,,63.23,90.43,72.83,59.88,79;4;0;0,time,15,-1,4,14.99,0,2.05,false,false,english,,normal,false,false,false,,1769585149000
6978e74ac89bd1e22186763c,,75.25,96.91,75.25,70.2,94;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769531210000
6977869ac89bd1e221785aae,,48.82,82.42,71.23,59.89,61;9;0;6,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769440922000
69778689c89bd1e2217859d0,,47.23,86.49,52.84,62.66,59;0;1;0,time,15,-1,1,14.99,0,2.32,false,false,english,,normal,false,false,false,,1769440905000
69778661c89bd1e2217857ba,,66.43,91.75,72.84,83.19,83;1;0;0,time,15,-1,4,14.99,0,7.64,false,false,english,,normal,false,false,false,,1769440865000
6977863dc89bd1e2217855c9,,70.45,92.78,74.45,72.42,88;2;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769440829000
697612ffc89bd1e2216b24c6,,62.36,88.3,70.35,64.34,78;4;1;0,time,15,-1,2,15.01,0,0.19,false,false,english,,normal,false,false,false,,1769345791000
697612c2c89bd1e2216b22a2,,58.42,88.42,76.03,68.08,73;6;2;0,time,15,-1,3,14.99,0,11.22,false,false,english,,normal,false,false,false,,1769345730000
6976128ec89bd1e2216b20d0,,63.15,89.69,75.14,67.15,79;4;0;3,time,15,-1,0,15.01,0,0,false,false,english,,normal,false,false,false,,1769345678000
6976127dc89bd1e2216b2048,,63.2,90.8,63.2,54.14,79;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1769345661000
6974e092c89bd1e2216209af,,47.23,87.67,53.63,50.97,59;2;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769267346000
6974e00dc89bd1e221620439,,56.82,91.03,56.82,57.21,71;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769267213000
69721292c89bd1e2214621ef,,60.02,87.88,77.63,68.81,75;6;1;1,time,15,-1,2,14.99,0,1.06,false,false,english,,normal,false,false,false,,1769083538000
6972127ac89bd1e221462102,,62.44,89.89,62.44,70.19,78;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769083514000
69721250c89bd1e221461f29,,48.84,88.89,48.84,58.23,61;0;0;0,time,15,-1,2,14.99,0,3.2,false,false,english,,normal,false,false,false,,1769083472000
6972122ec89bd1e221461dde,,45.62,80,58.42,48.14,57;6;0;1,time,15,-1,1,15,0,4.98,false,false,english,,normal,false,false,false,,1769083438000
69721208c89bd1e221461c7b,,78.43,100,78.43,68.95,98;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1769083400000
697211e0c89bd1e221461aff,,52.83,88,52.83,52.19,66;0;0;0,time,15,-1,4,14.99,0,20.55,false,false,english,,normal,false,false,false,,1769083360000
6972119cc89bd1e22146183f,,57.61,90.86,63.81,63.76,288;8;0;1,time,60,-1,2,59.99,0,9.35,false,false,english,,normal,false,false,false,,1769083292000
697102d0c89bd1e2213be9b5,,62.8,93.2,62.8,65.56,314;0;0;0,time,60,-1,0,60,0,0,false,false,english,,normal,false,false,false,,1769013968000
6970e34dc89bd1e2213a0172,,63.41,91.71,66.21,68.06,317;7;1;1,time,60,-1,2,59.99,0,21.74,false,false,english,,normal,false,false,false,,1769005901000
6970e0e1c89bd1e22139ddd2,,60.81,91.28,65.81,68.66,304;10;1;2,time,60,-1,5,59.99,1,11.75,false,false,english,,normal,false,false,false,,1769005281000
6970e077c89bd1e22139d7fe,,63.81,92.13,67.61,62.35,319;7;1;3,time,60,-1,2,59.99,0,14.15,false,false,english,,normal,false,false,false,,1769005175000
6970dffac89bd1e22139d0dd,,61.4,93.07,61.4,62.33,307;0;0;0,time,60,-1,1,60,0,20.57,false,false,english,,normal,false,false,false,,1769005050000
6970be50c89bd1e221383071,,55.01,88.62,63.61,64.78,275;14;0;1,time,60,-1,4,59.99,0,38.45,false,false,english,,normal,false,false,false,,1768996432000
6970bdd6c89bd1e221382b4b,,64.01,92.92,67.01,67.15,320;6;0;1,time,60,-1,1,59.99,0,0.12,false,false,english,,normal,false,false,false,,1768996310000
6970bd8ac89bd1e22138281e,,59.21,88.1,59.21,59.41,74;0;0;0,time,15,-1,1,15,0,2.08,false,false,english,,normal,false,false,false,,1768996234000
6970bd5bc89bd1e2213825ff,,65.64,92.22,70.44,70.19,82;3;0;4,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768996187000
6970bd49c89bd1e22138253e,,59.23,88.1,59.23,68.19,74;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768996169000
69703eccc89bd1e221338cb1,,50.41,91.3,50.41,61.29,63;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1768963788000
69703ebac89bd1e221338c1e,,53.64,94.37,53.64,53.48,67;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768963770000
69703e8ec89bd1e221338ab1,,45.61,86.76,47.21,47.41,57;0;0;1,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1768963726000
696f6638428b69619ae4a504,,62.45,96.3,62.45,61.29,78;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768908344000
696f6627428b69619ae4a44b,,63.22,93.33,68.82,70.82,79;2;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1768908327000
696f6218428b69619ae47a8b,,52.02,92.86,52.02,41.92,65;0;0;0,time,15,-1,0,14.99,1,0,false,false,english,,normal,false,false,false,,1768907288000
696f6207428b69619ae479e1,,62.43,93.98,62.43,73.72,78;0;0;0,time,15,-1,1,14.99,0,3.23,false,false,english,,normal,false,false,false,,1768907271000
696f61d4428b69619ae477bb,,59.22,91.57,62.42,61.05,74;3;0;0,time,15,-1,2,15,0,0.14,false,false,english,,normal,false,false,false,,1768907220000
696f5dd6428b69619ae44ff8,,52.83,95.71,52.83,33.18,66;0;0;0,time,15,-1,1,14.99,3,0.04,false,false,english,,normal,false,false,false,,1768906198000
696f5dc2428b69619ae44f2e,,55.23,92.21,55.23,67.51,69;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768906178000
696f5d27428b69619ae4496f,,62.41,92.13,68.01,68.95,78;2;0;0,time,15,-1,1,15,0,1.66,false,false,english,,normal,false,false,false,,1768906023000
696f5d12428b69619ae44897,,63.23,91.86,64.04,60.52,79;1;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768906002000
696f5cff428b69619ae447f8,,52.83,89.33,52.83,51.64,66;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768905983000
696f5ced428b69619ae4475b,,56.84,92.21,56.84,58.63,71;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768905965000
696f5cdc428b69619ae446bb,,70.44,97.78,70.44,61.05,88;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768905948000
696e6c6c428b69619adc4c5b,,56.81,92.31,56.81,71.74,71;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1768844396000
696c90fd428b69619acb5a7d,,50.43,86.59,62.44,56.31,63;5;1;0,time,15,-1,5,14.99,1,6.38,false,false,english,,normal,false,false,false,,1768722685000
696c90c6428b69619acb58bf,,71.23,92.71,71.23,66.35,89;0;0;0,time,15,-1,6,14.99,0,13.51,false,false,english,,normal,false,false,false,,1768722630000
696c9093428b69619acb5755,,69.62,95.65,69.62,64.85,87;0;0;0,time,15,-1,1,15,0,0.1,false,false,english,,normal,false,false,false,,1768722579000
696c907f428b69619acb56bc,,65.64,91.3,70.45,68.02,82;2;1;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768722559000
696c906c428b69619acb5615,,52.02,83.54,55.22,62.38,65;2;0;0,time,15,-1,7,14.99,0,13.17,false,false,english,,normal,false,false,false,,1768722540000
696c8f4d428b69619acb4d4a,,65.62,94.25,65.62,65.41,82;0;0;0,time,15,-1,1,15,0,0.26,false,false,english,,normal,false,false,false,,1768722253000
696c8f27428b69619acb4c31,,49.62,86.49,52.82,55.96,62;2;0;1,time,15,-1,2,15,0,12.06,false,false,english,,normal,false,false,false,,1768722215000
696c8f03428b69619acb4b08,,64.04,93.18,68.04,61.22,80;2;1;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768722179000
696c8ef1428b69619acb4a82,,52.02,87.91,70.43,70.23,65;4;1;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768722161000
696c8ee0428b69619acb4a02,,52.04,80.23,58.44,66.03,65;4;0;0,time,15,-1,1,14.99,0,3.46,false,false,english,,normal,false,false,false,,1768722144000
696c8dac428b69619acb4080,,61.62,91.76,65.62,61.53,77;3;0;0,time,15,-1,1,14.99,0,6.51,false,false,english,,normal,false,false,false,,1768721836000
696c8d91428b69619acb3fa8,,64.02,88.89,66.42,77.23,80;2;1;0,time,15,-1,3,15,0,20.61,false,false,english,,normal,false,false,false,,1768721809000
696c8d63428b69619acb3e10,,56.83,86.21,62.43,64.84,71;2;0;0,time,15,-1,1,14.99,0,8.88,false,false,english,,normal,false,false,false,,1768721763000
696c8d47428b69619acb3d3e,,52.02,85.71,52.02,58.03,65;0;0;0,time,15,-1,1,14.99,0,1.77,false,false,english,,normal,false,false,false,,1768721735000
696c87ff428b69619acb1255,,49.61,85.8,60.41,68.8,124;8;0;0,time,30,-1,1,29.99,0,3.75,false,false,english,,normal,false,false,false,,1768720383000
696c87d6428b69619acb1100,,54.41,89.94,59.61,54.83,136;4;0;1,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1768720342000
696c87b6428b69619acb1001,,54.01,90.07,54.01,58.52,135;0;0;0,time,30,-1,0,29.99,0,0,false,false,english,,normal,false,false,false,,1768720310000
696c8770428b69619acb0dc7,,52.42,86.83,63.22,70.06,131;7;2;1,time,30,-1,1,29.99,0,1.23,false,false,english,,normal,false,false,false,,1768720240000
696c8745428b69619acb0c7b,,57.62,91.46,60.42,61.15,144;2;0;0,time,30,-1,2,29.99,0,6.03,false,false,english,,normal,false,false,false,,1768720197000
696c8612428b69619acb03b6,true,67.61,93.44,69.21,68.8,169;2;0;0,time,30,-1,2,29.99,0,6.57,false,false,english,,normal,false,false,false,,1768719890000
696c85e7428b69619acb024b,,56.41,87.13,64.02,65.17,141;8;0;1,time,30,-1,6,29.99,0,25.29,false,false,english,,normal,false,false,false,,1768719847000
696c8583428b69619acaff54,true,75.46,96.9,80.49,65.52,120;2;0;0,words,25,-1,7,19.08,0,8.52,false,false,english,,normal,false,false,false,,1768719747000
696c8535428b69619acafd05,true,61.16,93.43,66.77,59.84,120;0;2;0,words,25,-1,1,23.54,0,1.16,false,false,english,,normal,false,false,false,,1768719669000
696c8517428b69619acafc19,,52.72,84.51,68.13,64.2,106;11;1;1,words,25,-1,0,24.13,0,0,false,false,english,,normal,false,false,false,,1768719639000
696c84e9428b69619acafaad,true,59.72,89.31,68.45,58.1,130;4;1;1,words,25,-1,0,26.12,0,0,false,false,english,,normal,false,false,false,,1768719593000
696c84ca428b69619acaf9ab,,41.5,79.86,73.83,65.33,77;12;1;3,words,25,-1,0,22.27,0,0,false,false,english,,normal,false,false,false,,1768719562000
696c847f428b69619acaf76c,,53.6,85.8,64.21,61.44,268;17;0;3,time,60,-1,0,59.99,1,0,false,false,english,,normal,false,false,false,,1768719487000
696c8437428b69619acaf529,,53.61,85.93,61.61,58.62,268;14;1;2,time,60,-1,5,59.99,0,20.53,false,false,english,,normal,false,false,false,,1768719415000
696c83bd428b69619acaf122,,56.81,88.86,61.21,65.33,284;4;4;0,time,60,-1,0,59.99,0,0,false,false,english,,normal,false,false,false,,1768719293000
696c836d428b69619acaee7b,,53.61,86.92,58.61,69.51,268;10;0;3,time,60,-1,4,59.99,0,4.1,false,false,english,,normal,false,false,false,,1768719213000
696c831e428b69619acaebc5,,59.01,89.88,64.61,67.35,295;6;2;0,time,60,-1,0,59.99,0,0,false,false,english,,normal,false,false,false,,1768719134000
696c8291428b69619acae727,,47.6,86.55,53.6,59.84,238;15;0;1,time,60,-1,4,60,2,19.8,false,false,english,,normal,false,false,false,,1768718993000
696c8151428b69619acadcf7,,47.01,83.17,58.81,62.3,235;24;1;2,time,60,-1,17,59.99,0,78.45,false,false,english,,normal,false,false,false,,1768718673000
696c807c428b69619acad696,true,66.8,91.93,73.2,70.88,334;9;0;4,time,60,-1,0,60,0,0,false,false,english,,normal,false,false,false,,1768718460000
696c8024428b69619acad3d2,,58.41,86.99,63.21,63.86,292;11;0;3,time,60,-1,1,59.99,0,0.21,false,false,english,,normal,false,false,false,,1768718372000
696c7faa428b69619acacfcf,,61.21,89.73,71.61,65.21,306;13;3;2,time,60,-1,2,59.99,0,0.38,false,false,english,,normal,false,false,false,,1768718250000
696c7f51428b69619acaccf5,,62.61,91.99,68.41,62.1,313;6;1;2,time,60,-1,1,59.99,0,0.34,false,false,english,,normal,false,false,false,,1768718161000
696c7ef2428b69619acaca0e,,60.61,88.49,67.41,65.62,303;10;1;0,time,60,-1,6,59.99,0,4.94,false,false,english,,normal,false,false,false,,1768718066000
696c7e7d428b69619acac679,,65.21,94.44,67.21,62.5,326;2;0;1,time,60,-1,0,59.99,0,0,false,false,english,,normal,false,false,false,,1768717949000
696b25c9428b69619ac06c85,,57.21,90.55,61.41,54.21,286;5;2;2,time,60,-1,0,59.99,0,0,false,false,english,,normal,false,false,false,,1768629705000
696b2538428b69619ac06847,,51,86.5,56.6,61.19,255;12;0;1,time,60,-1,2,60,0,19.47,false,false,english,,normal,false,false,false,,1768629560000
696b24ce428b69619ac06578,,54.21,89.17,55.61,64.2,271;1;0;0,time,60,-1,1,59.99,0,4.55,false,false,english,,normal,false,false,false,,1768629454000
696b1a44428b69619ac01b83,,58.01,87.89,65.81,61.32,290;9;4;0,time,60,-1,3,59.99,1,19.15,false,false,english,,normal,false,false,false,,1768626756000
696b15c6428b69619abffb5e,,63.01,90.3,71.01,67.19,315;12;3;1,time,60,-1,1,59.99,0,0.21,false,false,english,,normal,false,false,false,,1768625606000
696b14e2428b69619abff51c,,62.01,95.24,63.21,69.56,310;1;1;0,time,60,-1,1,60,0,3.4,false,false,english,,normal,false,false,false,,1768625378000
696b149b428b69619abff32e,,68.83,96.63,68.83,76.59,86;0;0;0,time,15,-1,1,14.99,0,0.76,false,false,english,,normal,false,false,false,,1768625307000
696b1469428b69619abff1c1,,53.62,89.33,53.62,59.36,67;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768625257000
696a48e2428b69619ab80a21,,63.23,94.05,63.23,72.49,79;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768573154000
696a48cf428b69619ab80902,,64.03,94.12,64.03,65.51,80;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768573135000
696a48bd428b69619ab80817,,45.63,84.42,55.23,70.79,57;1;1;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768573117000
696a489a428b69619ab80618,,63.23,93.02,63.23,71.9,79;0;0;0,time,15,-1,1,14.99,0,0.4,false,false,english,,normal,false,false,false,,1768573082000
696a4885428b69619ab804d6,,59.23,84.69,74.44,72.7,74;7;1;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768573061000
6969f878428b69619ab4b7ce,,64.83,93.33,67.23,67.8,81;1;0;0,time,15,-1,1,14.99,0,0.35,false,false,english,,normal,false,false,false,,1768552568000
6969f865428b69619ab4b727,,68.03,94.68,71.23,67.32,85;0;1;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768552549000
6969f83e428b69619ab4b5fa,,60.82,89.53,64.03,62.09,76;2;0;0,time,15,-1,2,14.99,0,4.8,false,false,english,,normal,false,false,false,,1768552510000
6969f824428b69619ab4b52d,,52.82,85.9,52.82,62.07,66;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768552484000
6969f805428b69619ab4b44b,,50.43,86.84,55.23,61.57,63;2;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768552453000
6969f7f3428b69619ab4b3af,,58.44,89.89,64.85,58.53,73;1;0;0,time,15,-1,2,14.99,0,3.36,false,false,english,,normal,false,false,false,,1768552435000
6969f7d9428b69619ab4b2ce,,65.64,94.25,65.64,63.74,82;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768552409000
6969f7c8428b69619ab4b230,,49.62,87.34,61.62,62.38,62;5;1;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1768552392000
6969f693428b69619ab4a781,,75.23,94.95,75.23,64.67,94;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768552083000
6969f682428b69619ab4a6eb,,68.85,92.55,68.85,65.31,86;0;0;0,time,15,-1,1,14.99,0,2.57,false,false,english,,normal,false,false,false,,1768552066000
6969f66b428b69619ab4a612,,60.03,93.83,60.03,59.01,75;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768552043000
6969f632428b69619ab4a429,,80.05,99.01,80.05,73.73,100;0;0;0,time,15,-1,1,14.99,0,4.83,false,false,english,,normal,false,false,false,,1768551986000
6969f60e428b69619ab4a2ef,,69.65,96.67,69.65,66.67,87;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768551950000
6969f5fd428b69619ab4a251,,79.24,99.01,79.24,78.67,99;0;0;0,time,15,-1,2,14.99,0,1.33,false,false,english,,normal,false,false,false,,1768551933000
6969f5e4428b69619ab4a170,,64.04,96.51,68.85,66.03,80;2;0;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1768551908000
6951372f783db59f5967047b,,60.02,91.86,65.62,73.38,75;2;0;0,time,15,-1,1,15,0,4.15,false,false,english,,normal,false,false,false,,1766930223000
69513716783db59f59670374,,60.82,95.12,63.22,68.77,76;0;0;1,time,15,-1,1,15,0,2.84,false,false,english,,normal,false,false,false,,1766930198000
695136d6783db59f596700c7,,57.63,93.51,57.63,56.85,72;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766930134000
695136c4783db59f5967002b,,42.43,84.62,45.63,54.16,53;1;0;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766930116000
695136b0783db59f5966ff5d,,53.61,91.78,53.61,49.85,67;0;0;0,time,15,-1,0,15,1,0,false,false,english,,normal,false,false,false,,1766930096000
